Document ID,Docket ID,Title,Petition Date,Response Date,FDA Center,Petitioner,"Type of Document (Petition, Interim Response, Final Response)",Response Type,Mined_Response_Type,Document_Role,is_scanned
FDA-2004-P-0027-0001,FDA-2004-P-0027,Acknowledgment Letter from FDA DMB to Lachman Cons,,,,FDA DMB to Lachman Cons,Letter,,,Correspondence,False
FDA-2004-P-0024-0002,FDA-2004-P-0024,Citizen Petition Approval from FDA CVM to Bioniche,,,CVM,FDA CVM to Bioniche,Petition,,Approved,Correspondence,False
FDA-2004-P-0209-0002,FDA-2004-P-0209,Acknowledgment Letter from FDA DMB to Intervet Inc,,,,FDA DMB to Intervet Inc,Letter,,,Correspondence,False
FDA-2004-P-0215-0013,FDA-2004-P-0215,Hill Dermaceuticals  Inc  to the Division of Docke,,,,the Division of Docke,Other,,,Other Document,False
FDA-2004-P-0239-0003,FDA-2004-P-0239,Acknowledgment Letter from FDA DMB to Finkelstein ,,,,FDA DMB to Finkelstein,Letter,,,Correspondence,True
FDA-2004-P-0275-0027,FDA-2004-P-0275,HF 22,,,ORA,,Other,,,Other Document,True
FDA-2004-P-0163-0003,FDA-2004-P-0163,HFD 7 to Bedford Laboratories,,,ORA,Bedford Laboratories,Other,,,Other Document,False
FDA-2004-P-0276-0007,FDA-2004-P-0276,HFS 800 to Hogan   Hartson  LLP,,,,Hogan   Hartson  LLP,Other,,,Other Document,False
FDA-2004-P-0211-0004,FDA-2004-P-0211,Citizen Petition Denial Response Letter from FDA C,,,,FDA C,Final Response,,Denied,Correspondence,False
FDA-2004-P-0087-0004,FDA-2004-P-0087,Letter from FDA CDER to Lachman Consultant Service,,,CDER,FDA CDER to Lachman Consultant Service,Letter,,,Correspondence,False
FDA-2004-P-0221-0004,FDA-2004-P-0221,Acknowledgment Latter from FDA DMB to Smart Drug S,,,,FDA DMB to Smart Drug S,Other,,,Other Document,False
FDA-2004-P-0153-0002,FDA-2004-P-0153,Letter from FDA CFSAN to Emord   Associates  P C ,,,CFSAN,FDA CFSAN to Emord   Associates  P C,Letter,,,Correspondence,False
FDA-2004-P-0280-0001,FDA-2004-P-0280,Acknowledgment Letter from FDA DMB to Intervet Inc,,,,FDA DMB to Intervet Inc,Letter,,,Correspondence,False
FDA-2004-P-0285-0002,FDA-2004-P-0285,HFA 305 to Endotec  Incorporated,,,ORA,Endotec  Incorporated,Other,,,Other Document,False
FDA-2004-P-0275-0033,FDA-2004-P-0275,HF 22,,,ORA,,Other,,,Other Document,True
FDA-2004-P-0017-0003,FDA-2004-P-0017,Letter from FDA CDER to Pharmacists Planning Servi,,,CDER,FDA CDER to Pharmacists Planning Servi,Letter,,,Correspondence,True
FDA-2004-P-0335-0004,FDA-2004-P-0335,HFA 305 to Shire US  Inc ,,,,Shire US  Inc,Other,,,Other Document,False
FDA-2004-P-0036-0007,FDA-2004-P-0036,Notice of Withdrawal,,,,,Other,,Withdrawn,Initial Petition,False
FDA-2004-P-0099-0006,FDA-2004-P-0099,Attachment 3,,,,,Other,,,Correspondence,True
FDA-2004-P-0164-0015,FDA-2004-P-0164,Billy G  Pierson   Supplement(1),,,,,Other,,,Other Document,False
FDA-2004-P-0021-0001,FDA-2004-P-0021,Acknowledgment Letter from FDA DMB to Carbolite Fo,,,,FDA DMB to Carbolite Fo,Letter,,,Correspondence,False
FDA-2004-P-0093-0003,FDA-2004-P-0093,Letter from FDA CDER to Lachman Consultant Service,,,CDER,FDA CDER to Lachman Consultant Service,Letter,,,Correspondence,False
FDA-2004-P-0275-0001,FDA-2004-P-0275,HFS 4 to Emord   Associates PC,,,,Emord   Associates PC,Other,,,Other Document,True
FDA-2004-P-0276-0003,FDA-2004-P-0276,FDA and Hogan and Hartson on behalf of Rotta Pharm,,,,,Other,,,Other Document,False
FDA-2004-P-0275-0012,FDA-2004-P-0275,HF 22,,,,,Other,,,Other Document,True
FDA-2004-P-0147-0005,FDA-2004-P-0147,Letter from FDA CBER to Edward Odland  Confidentia,,,CBER,FDA CBER to Edward Odland  Confidentia,Letter,,,Correspondence,False
FDA-2004-P-0152-0004,FDA-2004-P-0152,HFD 005 to GlaxoSmithKline  GSK ,,,,GlaxoSmithKline  GSK,Other,,,Other Document,False
FDA-2004-P-0340-0003,FDA-2004-P-0340,Letter from FDA CDER to Hogan   Hartson,,,CDER,FDA CDER to Hogan   Hartson,Letter,,,Correspondence,False
FDA-2004-P-0009-0003,FDA-2004-P-0009,Letter from FDA CDER to Public Citizen Health Rese,,,CDER,FDA CDER to Public Citizen Health Rese,Letter,,,Correspondence,False
FDA-2004-P-0290-0005,FDA-2004-P-0290,Letter from UCB  Inc  to FDA CDER(1),,,CDER,UCB  Inc  to FDA CDER(1),Letter,,,Correspondence,False
FDA-2004-P-0164-0010,FDA-2004-P-0164,Billy G  Pierson   Supplement,,,,,Other,,,Other Document,False
FDA-2004-P-0294-0039,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0100-0004,FDA-2004-P-0100,Acknowledgment Letter from FDA DMB to City of Arli,,,,FDA DMB to City of Arli,Letter,,,Correspondence,False
FDA-2004-P-0164-0020,FDA-2004-P-0164,Billy G  Pierson   Letter,,,,,Letter,,,Other Document,True
FDA-2004-P-0029-0002,FDA-2004-P-0029,Acknowledgment Letter from FDA DMB to Nico Worldwi,,,ORA,FDA DMB to Nico Worldwi,Letter,,,Correspondence,False
FDA-2004-P-0157-0002,FDA-2004-P-0157,Letter from FDA CVM to Robert Cohen,,,CVM,FDA CVM to Robert Cohen,Letter,,,Other Document,False
FDA-2004-P-0176-0001,FDA-2004-P-0176,Acknowledgement Letter from FDA DMB to Arent Fox,,,ORA,FDA DMB to Arent Fox,Letter,,,Correspondence,False
FDA-2004-P-0294-0035,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0204-0002,FDA-2004-P-0204,HFA 305 to CollaGenex Pharmaceuticals  Inc ,,,,CollaGenex Pharmaceuticals  Inc,Other,,,Other Document,False
FDA-2004-P-0294-0002,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0025-0001,FDA-2004-P-0025,Acknowledgment Letter from FDA DMB to Lachman Cons,,,,FDA DMB to Lachman Cons,Letter,,,Correspondence,False
FDA-2004-P-0091-0001,FDA-2004-P-0091,Acknowledgment Letter from FDA DMB to Bioniche Ani,,,,FDA DMB to Bioniche Ani,Letter,,,Correspondence,False
FDA-2004-P-0214-0003,FDA-2004-P-0214,FDA CDER to Genentech  Inc ,,,CDER,Genentech  Inc,Other,,,Other Document,False
FDA-2004-P-0290-0006,FDA-2004-P-0290,UCB  Inc     Letter,,,,,Letter,,,Correspondence,False
FDA-2004-P-0085-0004,FDA-2004-P-0085,Citizen Petition Denial from FDA CDER to Veterans ,,,CDER,FDA CDER to Veterans,Petition,,Denied,Correspondence,False
FDA-2004-P-0209-0002,FDA-2004-P-0209,Acknowledgment Letter from FDA DMB to Intervet  In,,,,FDA DMB to Intervet  In,Letter,,,Correspondence,False
FDA-2004-P-0150-0001,FDA-2004-P-0150,HFA 305 to Warner Chilcott ,,,,Warner Chilcott,Other,,,Other Document,False
FDA-2004-P-0276-0008,FDA-2004-P-0276,HFS 800 to Hogan   Hartson  LLP,,,,Hogan   Hartson  LLP,Other,,,Other Document,True
FDA-2004-P-0111-0001,FDA-2004-P-0111,HFS 800 to Unilever United States Inc,,,,Unilever United States Inc,Other,,,Other Document,False
FDA-2004-P-0095-0002,FDA-2004-P-0095,Letter from FDA CFSAN to Coalition To Preserve DSH,,,CFSAN,FDA CFSAN to Coalition To Preserve DSH,Letter,,,Correspondence,False
FDA-2004-P-0103-0001,FDA-2004-P-0103,Acknowledgment Letter from FDA DMB to Bio Rad Labo,,,,FDA DMB to Bio Rad Labo,Letter,,,Correspondence,False
FDA-2004-P-0017-0004,FDA-2004-P-0017,Memorandum from FDA ORA to FDA DMB,,,ORA,FDA ORA to FDA DMB,Other,,,Correspondence,False
FDA-2004-P-0294-0006,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0290-0001,FDA-2004-P-0290,Acknowledgement Letter from FDA DMB to Celltech Am,,,,FDA DMB to Celltech Am,Letter,,,Correspondence,False
FDA-2004-P-0294-0031,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0280-0003,FDA-2004-P-0280,Citizen Petition Approval from FDA CVM to Intervet,,,CVM,FDA CVM to Intervet,Petition,,Approved,Correspondence,False
FDA-2004-P-0116-0005,FDA-2004-P-0116,HFD 005 to The Tatia French Memorial Foundation,,,,The Tatia French Memorial Foundation,Other,,,Other Document,False
FDA-2004-P-0284-0002,FDA-2004-P-0284,Acknowledgment Letter from FDA DMB to NuTec Incorp,,,ORA,FDA DMB to NuTec Incorp,Letter,,,Correspondence,False
FDA-2004-P-0156-0002,FDA-2004-P-0156,Acknowledgment Letter from FDA DMB to Intervet  In,,,,FDA DMB to Intervet  In,Letter,,,Correspondence,False
FDA-2004-P-0205-0009,FDA-2004-P-0205,Beverage Institute for Health and Wellness  BHWI  ,,,,,Other,,,Other Document,False
FDA-2004-P-0020-0001,FDA-2004-P-0020,Acknowledgment Letter from FDA DMB to FERDIC  Inco,,,ORA,FDA DMB to FERDIC  Inco,Letter,,,Correspondence,False
FDA-2004-P-0101-0002,FDA-2004-P-0101,Citizen Petition Approval from FDA CDER to Lachman,,,CDER,FDA CDER to Lachman,Petition,,Approved,Correspondence,False
FDA-2004-P-0148-0003,FDA-2004-P-0148,HFA 305 to Venable  LLP,,,,Venable  LLP,Other,,,Other Document,False
FDA-2004-P-0294-0038,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0276-0001,FDA-2004-P-0276,HFS 255 to Hogan   Hartson LLP,,,,Hogan   Hartson LLP,Other,,,Other Document,True
FDA-2004-P-0146-0002,FDA-2004-P-0146,Acknowledgment Letter from FDA DMB to Heller Ehrma,,,,FDA DMB to Heller Ehrma,Letter,,,Correspondence,False
FDA-2004-P-0097-0003,FDA-2004-P-0097,Citizen Petition Denial from FDA CVM to Smart Drug,,,CVM,FDA CVM to Smart Drug,Petition,,Approved,Correspondence,False
FDA-2004-P-0086-0003,FDA-2004-P-0086,Acknowledgement Letter from FDA CDER to Ben Venue ,,,CDER,FDA CDER to Ben Venue,Letter,,,Correspondence,False
FDA-2004-P-0005-0004,FDA-2004-P-0005,Letter from FDA CDER to Beth Rosenshein,,,CDER,FDA CDER to Beth Rosenshein,Letter,,,Correspondence,False
FDA-2004-P-0282-0001,FDA-2004-P-0282,Acknowledgment Letter from FDA DMB to Lachman Cons,,,,FDA DMB to Lachman Cons,Letter,,,Correspondence,False
FDA-2004-P-0215-0019,FDA-2004-P-0215,Hill Dermaceuticals  Inc    Amendment,,,,,Other,,,Correspondence,True
FDA-2004-P-0005-0002,FDA-2004-P-0005,Acknowledgment Letter from FDA DMB to Beth Rosensh,,,,FDA DMB to Beth Rosensh,Letter,,,Correspondence,False
FDA-2004-P-0205-0011,FDA-2004-P-0205,Beverage Institute for Health and Wellness  BHWI  ,,,,,Other,,,Other Document,False
FDA-2004-P-0275-0015,FDA-2004-P-0275,HF 22,,,,,Other,,,Other Document,False
FDA-2004-P-0204-0001,FDA-2004-P-0204,HFA 305 to CollaGenex Pharmaceuticals  Inc ,,,,CollaGenex Pharmaceuticals  Inc,Other,,,Other Document,False
FDA-2004-P-0012-0002,FDA-2004-P-0012,Acknowledgment Letter from FDA DMB to Hikma Farmac,,,,FDA DMB to Hikma Farmac,Letter,,,Correspondence,False
FDA-2004-P-0295-0002,FDA-2004-P-0295,Letter from FDA CDER to University of Medicine and,,,CDER,FDA CDER to University of Medicine and,Letter,,,Initial Petition,False
FDA-2004-P-0017-0001,FDA-2004-P-0017,Acknowledgement Letter from FDA CDER to Pharmacist(2),,,CDER,FDA CDER to Pharmacist(2),Letter,,,Correspondence,False
FDA-2004-P-0011-0001,FDA-2004-P-0011,Acknowledgment Letter from FDA DMB to Dey  L P ,,,,FDA DMB to Dey  L P,Letter,,,Correspondence,False
FDA-2004-P-0151-0001,FDA-2004-P-0151,Acknowledgement Letter to McNeil Consumer   Specia,,,,McNeil Consumer   Specia,Letter,,,Other Document,False
FDA-2004-P-0221-0003,FDA-2004-P-0221,Acknowledgment Latter from FDA DMB to Smart Drug S,,,,FDA DMB to Smart Drug S,Other,,,Initial Petition,False
FDA-2004-P-0277-0001,FDA-2004-P-0277,HFA 305 to Dr  Daniel Brookoff,,,,Dr  Daniel Brookoff,Other,,,Other Document,False
FDA-2004-P-0275-0034,FDA-2004-P-0275,HF 22,,,,,Other,,,Other Document,False
FDA-2004-P-0150-0004,FDA-2004-P-0150,HFD 5 to Warner Chilcott,,,,Warner Chilcott,Other,,,Other Document,False
FDA-2004-P-0205-0006,FDA-2004-P-0205,Food Labeling  Health Claims  Calcium and Osteopor,,,ORA,,Other,,,Other Document,False
FDA-2004-P-0214-0002,FDA-2004-P-0214,HFD 005 to Genentech  Inc ,,,,Genentech  Inc,Other,,,Final FDA Response,False
FDA-2004-P-0009-0002,FDA-2004-P-0009,Acknowledgment Letter from FDA DMB to Dr  Sidney M,,,,FDA DMB to Dr  Sidney M,Letter,,,Correspondence,False
FDA-2004-P-0275-0002,FDA-2004-P-0275,FDA and Emord   Associates on behalf of Weider Nut,,,,,Other,,,Other Document,False
FDA-2004-P-0085-0001,FDA-2004-P-0085,Acknowledgment Letter from FDA DMB to VA Palo Alto,,,,FDA DMB to VA Palo Alto,Letter,,,Correspondence,False
FDA-2004-P-0026-0001,FDA-2004-P-0026,HFA 305 to Lachman Consultant Services  Inc ,,,,Lachman Consultant Services  Inc,Other,,,Other Document,False
FDA-2004-P-0016-0003,FDA-2004-P-0016,Acknowledgment Letter from FDA DMB to Bioniche Ani,,,,FDA DMB to Bioniche Ani,Letter,,,Correspondence,False
FDA-2004-P-0171-0002,FDA-2004-P-0171,Letter from FDA CFSAN to Office of Product Quality,,,CFSAN,FDA CFSAN to Office of Product Quality,Letter,,,Correspondence,False
FDA-2004-P-0275-0020,FDA-2004-P-0275,HF 22,,,,,Other,,,Other Document,True
FDA-2004-P-0089-0002,FDA-2004-P-0089,HFA 305 to Arnold   Porter LLP,,,,Arnold   Porter LLP,Other,,,Other Document,False
FDA-2004-P-0211-0003,FDA-2004-P-0211,Citizen Petition Denial Response Letter from FDA C,,,,FDA C,Final Response,,,Final FDA Response,True
FDA-2004-P-0224-0001,FDA-2004-P-0224,Acknowledgment Letter from FDA DMB to Lachman Cons,,,,FDA DMB to Lachman Cons,Letter,,,Correspondence,False
FDA-2004-P-0163-0001,FDA-2004-P-0163,HFA 305 to Bedford Laboratories(1),,,ORA,Bedford Laboratories(1),Other,,,Other Document,False
FDA-2004-P-0223-0008,FDA-2004-P-0223,Transcript of the March 29  2006 Workshop   Transc,,,,,Other,,,Other Document,False
FDA-2004-P-0218-0001,FDA-2004-P-0218,Acknowledgment Letter from FDA DMB to Lachman Cons,,,,FDA DMB to Lachman Cons,Letter,,,Correspondence,True
FDA-2004-P-0335-0002,FDA-2004-P-0335,HFA 305 to Shire US  Inc ,,,,Shire US  Inc,Other,,,Other Document,False
FDA-2004-P-0340-0001,FDA-2004-P-0340,Acknowledgment Letter from FDA DMB to Abbott Labor,,,,FDA DMB to Abbott Labor,Letter,,,Correspondence,False
FDA-2004-P-0148-0002,FDA-2004-P-0148,HFA 305 to IVAX Pharmaceuticals  Inc ,,,,IVAX Pharmaceuticals  Inc,Other,,,Other Document,False
FDA-2004-P-0294-0007,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0223-0001,FDA-2004-P-0223,HFA 305 to Russel J  Thomsen  M D    Acknowledgeme,,,,Russel J  Thomsen  M D    Acknowledgeme,Other,,,Other Document,False
FDA-2004-P-0337-0003,FDA-2004-P-0337,Acknowledgment Letter Correction from FDA DMB to A,,,,FDA DMB to A,Letter,,,Correspondence,False
FDA-2004-P-0294-0030,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0102-0002,FDA-2004-P-0102,Acknowledgment Letter from FDA DMB to Lachman Cons,,,,FDA DMB to Lachman Cons,Letter,,,Correspondence,False
FDA-2004-P-0275-0018,FDA-2004-P-0275,HF 22,,,,,Other,,,Other Document,True
FDA-2004-P-0216-0001,FDA-2004-P-0216,Acknowledgment Letter from FDA DMB to Lachman Cons,,,ORA,FDA DMB to Lachman Cons,Letter,,,Correspondence,False
FDA-2004-P-0001-0007,FDA-2004-P-0001,FDA CBER Response to Coalition for Mercury Free Dr,,,CBER,Coalition for Mercury Free Dr,Final Response,,,Initial Petition,False
FDA-2004-P-0152-0003,FDA-2004-P-0152,HFA 305 toGlaxoSmithKline(2),,,,,Other,,,Other Document,False
FDA-2004-P-0285-0009,FDA-2004-P-0285,HFA 305 to Endotec  Inc ,,,,Endotec  Inc,Other,,,Other Document,False
FDA-2004-P-0205-0012,FDA-2004-P-0205,FDA CFSAN to the Division of Dockets Management   ,,,CFSAN,the Division of Dockets Management,Other,,,Other Document,True
FDA-2004-P-0339-0002,FDA-2004-P-0339,FDA CDER to Morgan Lewis   Bocklus LLP,,,CDER,Morgan Lewis   Bocklus LLP,Other,,,Other Document,False
FDA-2004-P-0147-0005,FDA-2004-P-0147,Letter from FDA CBER to Edward Odland,,,CBER,FDA CBER to Edward Odland,Letter,,,Correspondence,False
FDA-2004-P-0285-0007,FDA-2004-P-0285,HFA 305 to Endotec  Inc ,,,,Endotec  Inc,Other,,,Other Document,True
FDA-2004-P-0203-0002,FDA-2004-P-0203,Acknowledgment Letter from FDA DMB to Northwest Co,,,,FDA DMB to Northwest Co,Letter,,,Correspondence,False
FDA-2004-P-0094-0005,FDA-2004-P-0094,Letter from FDA CFSAN to National Starch and Chemi,,,CFSAN,FDA CFSAN to National Starch and Chemi,Letter,,,Initial Petition,True
FDA-2004-P-0217-0001,FDA-2004-P-0217,Acknowledgment Letter from FDA DMB to Ben Venue La,,,,FDA DMB to Ben Venue La,Letter,,,Correspondence,False
FDA-2004-P-0147-0002,FDA-2004-P-0147,Acknowledgment Letter from FDA DMB to Edward Odlan,,,,FDA DMB to Edward Odlan,Letter,,,Correspondence,False
FDA-2004-P-0018-0001,FDA-2004-P-0018,Letter from FDA CFSAN to Environmental Working Gro,,,CFSAN,FDA CFSAN to Environmental Working Gro,Letter,,,Correspondence,True
FDA-2004-P-0095-0003,FDA-2004-P-0095,Citizen Petition from Coalition To Preserve DSHEA,,,,Coalition To Preserve DSHEA,Petition,,,Correspondence,True
FDA-2004-P-0212-0001,FDA-2004-P-0212,Acknowledgment Letter from FDA DMB to Kirkpatrick ,,,,FDA DMB to Kirkpatrick,Letter,,,Correspondence,False
FDA-2004-P-0337-0005,FDA-2004-P-0337,FDA Notice of Withdrawal,,,,,Other,,Withdrawn,Correspondence,False
FDA-2004-P-0150-0002,FDA-2004-P-0150,HFA 305 to Warner Chilcott ,,,,Warner Chilcott,Other,,,Other Document,False
FDA-2004-P-0294-0034,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0239-0002,FDA-2004-P-0239,Acknowledgment Letter from FDA DMB to Finkelstein ,,,,FDA DMB to Finkelstein,Letter,,,Interim FDA Response,False
FDA-2004-P-0026-0003,FDA-2004-P-0026,HFA 305 to Lachman Consultant Services  Inc ,,,,Lachman Consultant Services  Inc,Other,,,Other Document,False
FDA-2004-P-0215-0018,FDA-2004-P-0215,Hill Dermaceuticals  Inc    Amendment,,,,,Other,,,Other Document,False
FDA-2004-P-0294-0003,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0341-0001,FDA-2004-P-0341,Citizen Petition from STD Prevention and Control S,,,,STD Prevention and Control S,Petition,,,Initial Petition,False
FDA-2004-P-0335-0006,FDA-2004-P-0335,HFD 005 to Arnall Golden Gregory LLP,,,,Arnall Golden Gregory LLP,Other,,,Other Document,False
FDA-2004-P-0013-0006,FDA-2004-P-0013,Letter from FDA CDER to Hikma Farmaceutica  Portug,,,CDER,FDA CDER to Hikma Farmaceutica  Portug,Letter,,,Correspondence,False
FDA-2004-P-0022-0002,FDA-2004-P-0022,Acknowledgment Letter from FDA DMB to Cardinal Hea,,,,FDA DMB to Cardinal Hea,Letter,,,Correspondence,False
FDA-2004-P-0363-0002,FDA-2004-P-0363,Letter from FDA CDER to Lord Bissell Brook  LLP,,,CDER,FDA CDER to Lord Bissell Brook  LLP,Letter,,,Correspondence,False
FDA-2004-P-0217-0004,FDA-2004-P-0217,Citizen Petition Approval from FDA CDER to Ben Ven,,,CDER,FDA CDER to Ben Ven,Petition,,Approved,Correspondence,False
FDA-2004-P-0204-0003,FDA-2004-P-0204,HF 22 to CollaGenex Pharmaceuticals  Inc ,,,,CollaGenex Pharmaceuticals  Inc,Other,,,Other Document,False
FDA-2004-P-0350-0001,FDA-2004-P-0350,Acknowledgment Letter from FDA DMB to Gastroparcsi,,,,FDA DMB to Gastroparcsi,Letter,,,Correspondence,False
FDA-2004-P-0281-0001,FDA-2004-P-0281,Acknowledgment Letter from FDA DMB to The Weinberg,,,,FDA DMB to The Weinberg,Letter,,,Correspondence,False
FDA-2004-P-0275-0032,FDA-2004-P-0275,HF 22,,,,,Other,,,Other Document,True
FDA-2004-P-0010-0001,FDA-2004-P-0010,Acknowledgment Letter from FDA DMB to Wapner  Newm,,,ORA,FDA DMB to Wapner  Newm,Letter,,,Correspondence,False
FDA-2004-P-0336-0003,FDA-2004-P-0336,HFS 800 to National Barley Foods Council,,,,National Barley Foods Council,Other,,,Other Document,False
FDA-2004-P-0276-0004,FDA-2004-P-0276,HFS 830,,,,,Other,,,Other Document,False
FDA-2004-P-0276-0002,FDA-2004-P-0276,HFS 200 to Hogan   Hartson LLP,,,,Hogan   Hartson LLP,Other,,,Other Document,True
FDA-2004-P-0335-0007,FDA-2004-P-0335,HF 22 to Shire US  Inc ,,,,Shire US  Inc,Other,,,Other Document,False
FDA-2004-P-0275-0026,FDA-2004-P-0275,HF 22,,,ORA,,Other,,,Other Document,True
FDA-2004-P-0004-0002,FDA-2004-P-0004,Acknowledgment Letter from FDA DMB to First Priori,,,ORA,FDA DMB to First Priori,Letter,,,Correspondence,False
FDA-2004-P-0294-0044,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0004-0003,FDA-2004-P-0004,Citizen Petition Approval from FDA CVM to First Pr,,,CVM,FDA CVM to First Pr,Petition,,Approved,Correspondence,False
FDA-2004-P-0275-0007,FDA-2004-P-0275,HF 22,,,,,Other,,,Other Document,False
FDA-2004-P-0116-0006,FDA-2004-P-0116,HFD 005 to Grateful Doula Services,,,,Grateful Doula Services,Other,,,Other Document,False
FDA-2004-P-0018-0004,FDA-2004-P-0018,Memorandum of Telephone Conversation between FDA a,,,ORA,,Other,,,Other Document,False
FDA-2004-P-0015-0002,FDA-2004-P-0015,Acknowledgment Letter from FDA DMB to Fommer Lawre,,,,FDA DMB to Fommer Lawre,Letter,,,Correspondence,False
FDA-2004-P-0222-0002,FDA-2004-P-0222,Citizen Petition Approval from FDA CDER to The Wei,,,CDER,FDA CDER to The Wei,Petition,,Approved,Correspondence,False
FDA-2004-P-0276-0006,FDA-2004-P-0276,HFS 800 to Hogan   Hartson LLP,,,,Hogan   Hartson LLP,Other,,,Other Document,False
FDA-2004-P-0215-0005,FDA-2004-P-0215,FDA CDER to Hill Dermaceuticals  Inc    Letter,,,CDER,Hill Dermaceuticals  Inc    Letter,Letter,,,Initial Petition,False
FDA-2004-P-0470-0001,FDA-2004-P-0470,Withdrawal Letter from Arent Fox LLP to FDA CDER,,,CDER,Arent Fox LLP to FDA CDER,Letter,,Approved,Correspondence,False
FDA-2004-P-0294-0040,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0017-0002,FDA-2004-P-0017,Acknowledgement Letter from FDA CDER to Pharmacist,,,CDER,FDA CDER to Pharmacist,Letter,,,Correspondence,False
FDA-2004-P-0001-0005,FDA-2004-P-0001,Acknowledgement Letter to Coalition for Mercury Fr,,,,Coalition for Mercury Fr,Letter,,,Other Document,True
FDA-2004-P-0294-0019,FDA-2004-P-0294,State of Connecticut,,,,,Other,,,Other Document,True
FDA-2004-P-0005-0007,FDA-2004-P-0005,Acknowledgment Letter from FDA DMB to Beth Rosensh(2),,,,FDA DMB to Beth Rosensh(2),Letter,,,Correspondence,True
FDA-2004-P-0161-0001,FDA-2004-P-0161,Acknowledgment Letter from FDA DMB to The Weinberg,,,,FDA DMB to The Weinberg,Letter,,,Correspondence,False
